 Average                 ," NO_
AJMER "," NO2_
AJMER "," NOX_
AJMER "," NH3_
AJMER "," SO2_
AJMER "," CO_
AJMER "," O3_
AJMER "," PM10_
AJMER "," PM2.5_
AJMER "," BENZ_
AJMER "," TOLUENE_
AJMER "," ETHYBEZ_
AJMER ", MP_XYLENE_AJMER ,"OXYLENE_
AJMER "," TEMP_
AJMER "," RH_
AJMER "," WS_
AJMER "," WD_
AJMER "," BP_
AJMER "," SR_
AJMER "," RG_
AJMER "
                  , ug/m3 , ug/m3 , ug/m3 , ug/m3 , ug/m3 , mg/m3 , ug/m3 , ug/m3 , ug/m3 , ug/m3 , ug/m3 , ug/m3 , ug/m3 , ug/m3 , degreC , % , m/s , degre----- , mmHg , W/m2 , m m 
43705.479166666664,7.61,13.38,20.99,14.65,17.45,0.5,51.01,59.52,28.58,19.22,20.09,20.02,21.06,20.010000000000002,32.79,58.08,1.83,99.98,735.61,277.24,0
43705.489583333336,5.94,14.33,20.23,14.05,14.93,0.44,54.9,59.52,28.58,19.2,20.02,20.010000000000002,21.06,20.010000000000002,33.17,56.82,2.08,109.19,736.19,391.08,0
43705.5,6.79,9.7200000000000006,16.190000000000001,15.05,11.95,0.42,59.71,59.52,28.58,3.62,1.63,1.04,0.93,1.1499999999999999,33.869999999999997,54.89,1.23,163.22,735.48,582.66,0
43705.510416666664,6.01,10.71,16.46,14.72,12.53,0.27,65.08,56.86,25.33,3.2,1.1599999999999999,0.52,0.37,0.63,33.83,54.64,1.85,116.07,735.99,299.99,0
43705.520833333336,8.06,12.5,20.56,14.94,14.11,0.59,60.59,53.21,21.79,3.22,1.1200000000000001,0.51,0.36,0.63,33.74,54.36,1.99,117.44,736.9,565.9,0
43705.53125,9.33,10.83,19.82,14.97,12.61,0.63,62.63,53.21,21.79,3.22,1.04,0.51,0.36,0.63,34.409999999999997,53.19,1.84,174.91,736.34,477.02,0
43705.541666666664,7.72,11.98,19.66,14.72,11.15,0.63,69.099999999999994,53.21,21.79,3.21,1.07,0.51,0.35,0.63,34.47,52.28,1.37,118.73,736.17,526.38,0
43705.552083333336,8.14,12.49,20.6,15.76,10.84,0.67,69.989999999999995,60.17,20.32,3.18,1.04,0.5,0.32,0.6,34.1,52.87,2.3199999999999998,111.02,737.6,462.08,0
43705.5625,10.35,11.07,21.41,15.9,10.61,0.66,66.760000000000005,68.11,18.39,3.2,1.26,0.51,0.37,0.62,34.54,51.32,1.1599999999999999,148.26,736.29,524.70000000000005,0
43705.572916666664,7.55,9.5500000000000007,17.079999999999998,16.350000000000001,10.08,0.68,65.319999999999993,68.11,18.39,3.23,1.43,0.52,0.39,0.65,34.869999999999997,51.2,1.69,189.22,736.33,570.53,0
43705.583333333336,8.1999999999999993,11.37,19.440000000000001,17.25,10.16,0.7,64.13,68.11,18.39,3.19,1.38,0.51,0.36,0.63,34.83,51.21,1.63,119.11,736.2,370.18,0
43705.59375,6.09,14.82,20.91,16.559999999999999,10.130000000000001,0.74,64.42,76.53,19.27,3.17,1.39,0.5,0.35,0.61,34.69,51.62,2.17,124.36,737.99,498.94,0
43705.604166666664,8.85,17.2,26.05,21.69,11.07,0.66,62.98,85.33,20.48,3.2,1.56,0.51,0.36,0.62,34.880000000000003,50.22,1.55,153.56,736.65,516.17999999999995,0
43705.614583333336,9.7799999999999994,14.35,24.12,21.44,14.74,0.64,59.13,85.33,20.48,3.2,1.74,0.51,0.35,0.63,34.49,51.14,2.54,148.03,737.77,311.5,0
43705.625,9.14,11.43,20.57,16.18,17.87,0.56999999999999995,57.56,85.33,20.48,3.17,1.84,0.51,0.33,0.63,35.03,49.95,1.61,107.47,736.57,511.49,0
43705.635416666664,8.26,13,20.55,14.45,15.67,0.37,58.59,77.37,23.76,3.18,1.87,0.52,0.37,0.63,34.630000000000003,50.88,2.2200000000000002,113.21,737.22,271.7,0
43705.645833333336,9.93,9.52,19.329999999999998,16.22,13.47,0.5,63.6,66.959999999999994,27.5,3.17,2.9,0.52,0.37,0.62,34.950000000000003,49.84,1.47,179.61,735.86,395.42,0
43705.65625,7.31,12.39,19.66,17.989999999999998,12,0.52,78.239999999999995,66.959999999999994,27.5,3.16,3.68,0.52,0.36,0.61,34.229999999999997,52.52,1.9,161.56,736.6,210.71,0
43705.666666666664,8.0299999999999994,11.32,18.84,16.5,11.42,0.48,85.79,66.959999999999994,27.5,3.16,2.12,0.51,0.35,0.61,34.53,52.34,1.62,143.41,737.15,316.99,0
43705.677083333336,7.3,11.77,18.88,15.74,10.95,0.44,89.88,72.25,34.47,3.14,1.83,0.5,0.34,0.61,34.53,51.7,1.72,166.99,736.33,299.32,0
43705.6875,7.38,12.28,19.61,16.27,10.39,0.41,85.73,79.16,43.59,3.13,1.87,0.51,0.35,0.61,34.340000000000003,52.05,1.92,130.28,736.73,248.08,0
43705.697916666664,8.56,11.53,20.09,15.31,10.57,0.4,80.27,79.16,43.59,3.13,2.04,0.52,0.36,0.63,34.26,53.37,1.86,158.55000000000001,737.42,170.31,0
43705.708333333336,7.09,11.27,18.29,15.88,10.74,0.47,76.48,79.16,43.59,3.13,2.0699999999999998,0.52,0.36,0.62,33.72,55,1.58,183.78,736.14,153.16999999999999,0
43705.71875,6.95,11.71,18.649999999999999,16.2,10.6,0.56999999999999995,72.5,84.22,39.65,3.12,2.1,0.52,0.35,0.6,33.479999999999997,56.32,2.13,115.1,737.48,86.02,0
43705.729166666664,8.19,13.43,21.61,16.13,10.5,0.61,68.37,90.01,34.24,3.14,2.2999999999999998,0.53,0.34,0.62,32.770000000000003,59.12,1.84,117.62,735.65,97.34,0
43705.739583333336,7.09,13.81,20.9,16.12,10.85,0.63,64.38,90.01,34.24,3.18,2.5099999999999998,0.53,0.35,0.64,33.08,59.38,1.61,151.12,734.97,130.55000000000001,0
43705.75,7.45,19.05,26.5,19.28,11.37,0.67,59.95,90.01,34.24,3.23,2.7,0.53,0.42,0.64,33.090000000000003,60.21,1.22,138.01,734.74,91.42,0
43705.760416666664,7.84,19.07,26.89,22.75,15.05,0.35,55.12,91.27,32.340000000000003,3.28,2.62,0.54,0.43,0.65,32.909999999999997,61.23,1.52,182.06,734.47,53.41,0
43705.770833333336,7.94,14.82,22.76,17.809999999999999,15.42,0.6,51.46,92.59,30.26,3.33,2.9,0.54,0.45,0.66,32.69,61.1,1.42,176.67,734.16,45.27,0
43705.78125,8.64,14.73,23.37,17.420000000000002,12.95,0.6,50.33,92.59,30.26,3.37,3.15,0.55000000000000004,0.48,0.67,32.33,61.92,1.48,213.38,733.51,34.93,0
43705.791666666664,6.02,19.55,25.55,17.03,11.06,0.64,49.6,92.59,30.26,3.34,2.87,0.55000000000000004,0.47,0.66,32.130000000000003,62.55,1.36,203.26,733.2,31.73,0
43705.802083333336,6.22,17.28,23.51,17.399999999999999,10.34,0.69,47.77,92.92,29.33,3.33,2.74,0.55000000000000004,0.46,0.66,32.07,62.58,1.6,172.09,734.37,32.39,0
43705.8125,9.2100000000000009,17.14,26.36,18.600000000000001,9.15,0.75,48.29,93.35,28.36,3.46,2.82,0.56000000000000005,0.51,0.68,31.98,63.09,1.58,157.78,733.9,32.75,0
43705.822916666664,7.44,18.89,26.32,17.59,9.1199999999999992,0.7,47.56,93.35,28.36,3.63,3.08,0.59,0.63,0.73,31.77,64.23,1.24,190.14,733.1,32.56,0
43705.833333333336,6.2,19.309999999999999,25.43,17.25,8.99,0.68,41.02,93.35,28.36,3.71,3.15,0.6,0.66,0.74,31.51,65.58,1.1299999999999999,206.84,733.1,32.94,0
43705.84375,7.33,22.08,29.23,16.739999999999998,9.1,0.83,22.69,99.36,36.57,2.46,3.02,0.56999999999999995,0.56999999999999995,0.71,31.29,66.739999999999995,1.18,203.69,732.73,32.880000000000003,0
43705.854166666664,8.2200000000000006,27.49,35.71,16.14,8.89,0.87,22.08,107.21,47.31,0.59,2.58,0.55000000000000004,0.51,0.69,31.08,67.760000000000005,1.22,188.61,732.43,32.979999999999997,0
43705.864583333336,8.43,24.55,32.979999999999997,17.79,9.0299999999999994,0.85,20.149999999999999,107.21,47.31,0.6,2.3199999999999998,0.55000000000000004,0.53,0.69,31.02,67.849999999999994,1.0900000000000001,189.29,732.58,33.61,0
43705.875,7.01,23.56,30.45,16.920000000000002,8.9,0.83,19.850000000000001,107.21,47.31,0.61,2.21,0.55000000000000004,0.51,0.69,30.97,68.13,0.99,207.07,732.38,33.65,0
43705.885416666664,5.76,25.56,31.32,16.41,11.43,0.47,19.71,103.15,45.27,0.57999999999999996,2.1800000000000002,0.55000000000000004,0.49,0.67,30.8,68.87,1.1499999999999999,220.52,732.72,33.65,0
43705.895833333336,6.42,22.31,28.72,16.82,13.94,0.62,19.989999999999998,98.51,42.94,0.56999999999999995,2.34,0.55000000000000004,0.49,0.67,30.68,69.52,0.85,252.72,732.35,33.76,0
43705.90625,8.3000000000000007,24.37,32.67,20.100000000000001,14.48,0.65,19.38,98.51,42.94,0.51,2.35,0.54,0.47,0.67,30.48,70.349999999999994,1.19,236.14,732.28,33.590000000000003,0
43705.916666666664,8.52,24.73,33.25,21.95,16.57,0.69,17.98,98.51,42.94,0.48,2.2599999999999998,0.54,0.47,0.66,30.32,71.650000000000006,0.96,209.27,732.14,33.68,0
43705.927083333336,8.3000000000000007,25.11,33.409999999999997,15.84,17.899999999999999,0.72,16.18,103.19,54.05,0.49,2.41,0.55000000000000004,0.48,0.67,30.09,73.06,0.48,107.6,731.72,33.630000000000003,0
43705.9375,9.15,28.27,37.42,15.82,17.87,0.63,18.989999999999998,108.31,66.19,0.54,2.5499999999999998,0.56000000000000005,0.53,0.69,30.12,72.59,0.31,209.41,731.88,34.06,0
43705.947916666664,8.39,25.12,33.5,16,17.05,0.63,24.25,108.31,66.19,0.49,2.5099999999999998,0.55000000000000004,0.51,0.68,30.05,72.989999999999995,1.45,204.28,732.29,34.909999999999997,0
43705.958333333336,8.2799999999999994,17.920000000000002,26.2,15.08,16.190000000000001,0.49,26.02,108.31,66.19,0.5,2.42,0.54,0.48,0.67,30.05,72.94,0.93,189.83,732.41,34.49,0
43705.96875,7.42,16.25,23.67,14.85,15.93,0.4,23.6,101.34,85.62,0.51,2.37,0.54,0.47,0.66,30.07,72.69,1.34,214.2,732.66,34.07,0
43705.979166666664,10.01,16.27,26.28,15.51,15.38,0.5,21.71,91.8,111.02,0.34,2.0099999999999998,0.52,0.37,0.63,29.85,74.010000000000005,1.24,217.89,732.06,33.229999999999997,0
43705.989583333336,4.18,17.489999999999998,21.41,14.61,15.09,0.48,21.97,91.8,111.02,0.28000000000000003,1.79,0.5,0.32,0.61,29.76,74.62,1.55,256.85000000000002,732.24,33.659999999999997,0
43706,7.47,14.03,21.35,14.78,15.12,0.46,23.92,91.8,111.02,0.26,1.78,0.5,0.34,0.61,29.62,75.569999999999993,0.57999999999999996,202.94,731.84,33.25,0
43706.010416666664,9.44,17.739999999999998,27.18,13.62,14.76,0.25,23.79,90.91,91.16,0.26,1.82,0.51,0.34,0.61,29.42,77.03,1.1499999999999999,186.8,731.85,33.53,0
43706.020833333336,7.87,22.99,30.86,13.61,15.06,0.59,22.85,89.69,63.98,0.27,2.34,0.51,0.34,0.6,29.13,78.510000000000005,1.25,168.41,731.92,33.61,0
43706.03125,7.57,17.04,24.59,14.83,14.86,0.66,21.45,89.69,63.98,0.3,2.81,0.52,0.36,0.61,28.98,79.239999999999995,1.44,125.92,731.78,33.79,0
43706.041666666664,9.93,15.78,25.69,14.8,15.24,0.63,21.23,89.69,63.98,0.3,2.15,0.52,0.36,0.62,28.88,79.7,1.17,156.97999999999999,731.66,34.020000000000003,0
43706.052083333336,10.31,23.01,33.299999999999997,15.91,15.03,0.67,20.48,90.6,52.75,0.3,2.0299999999999998,0.52,0.36,0.61,28.75,81.069999999999993,1.33,154.91999999999999,731.71,34.28,0
43706.0625,9.2200000000000006,23.08,32.299999999999997,20.23,15.69,0.74,18.190000000000001,91.63,40.47,0.35,2.13,0.52,0.37,0.63,28.63,82.04,1.38,149.63999999999999,731.8,34.6,0
43706.072916666664,8.69,18.66,27.35,18.079999999999998,17.39,0.68,15.74,91.63,40.47,0.42,2.1800000000000002,0.52,0.37,0.62,28.63,81.569999999999993,1.35,145.6,731.7,35.17,0
43706.083333333336,8.99,23.36,32.35,16.32,16.36,0.68,13.86,91.63,40.47,0.52,2.27,0.52,0.37,0.6,28.68,80.37,1.51,188.73,732.13,35.11,0
43706.09375,7.67,19.920000000000002,27.54,14.22,15.51,0.68,13.25,87.61,35.56,0.77,2.2999999999999998,0.52,0.37,0.61,28.65,81.13,1.28,164.02,731.92,35.01,0
43706.104166666664,7.94,18.11,26.05,15.78,14.15,0.65,14.24,83.21,29.14,0.84,2.31,0.51,0.35,0.61,28.63,80.69,1.55,111.59,732.61,35.090000000000003,0
43706.114583333336,8.02,14.1,22.12,14.58,13.79,0.64,15.99,83.21,29.14,0.56999999999999995,2.35,0.51,0.35,0.6,28.61,80.98,1.39,117.67,732.26,34.83,0
43706.125,9.36,14.84,24.17,14.65,13.57,0.64,15.54,83.21,29.14,0.42,2.2799999999999998,0.52,0.34,0.6,28.51,81.7,1.5,125.92,732.22,34.72,0
43706.135416666664,7.5,13.21,20.67,14.54,13.63,0.45,15.29,80.28,34.93,0.28000000000000003,2.12,0.51,0.31,0.61,28.45,82.18,1.4,105.79,732.16,34.65,0
43706.145833333336,5.91,17.53,23.44,16.09,13.84,0.53,20.65,76.28,42.86,0.25,2.41,0.5,0.32,0.6,28.41,82.54,1.32,147.03,732.04,34.68,0
43706.15625,6.51,16.5,23,16.53,13.94,0.53,32.68,76.28,42.86,0.24,2.58,0.5,0.3,0.61,28.34,83.06,1.42,150.55000000000001,732.53,34.85,0
43706.166666666664,5.48,15.09,20.239999999999998,15.52,13.52,0.53,33.46,76.28,42.86,0.25,2.1,0.5,0.31,0.61,28.31,83.38,1.4,114.78,732.36,34.78,0
43706.177083333336,6.6,13.16,19.77,14.76,13.56,0.52,31.54,83.32,51.66,0.26,2.0699999999999998,0.51,0.32,0.6,28.27,83.81,1.68,122.82,732.94,34.880000000000003,0
43706.1875,8.9499999999999993,12.91,21.79,16.07,13.37,0.52,29.71,92.96,61.72,0.27,2.11,0.5,0.3,0.6,28.25,84.36,1.63,117.12,733,34.71,0
43706.197916666664,6.22,13.48,19.5,15.73,13.12,0.55000000000000004,27.73,92.96,61.72,0.27,2.21,0.51,0.32,0.61,28.22,84.8,1.48,106.51,733.15,34.5,0
43706.208333333336,9.14,13,22.13,18.72,13.69,0.55000000000000004,28.17,92.96,61.72,0.25,2.25,0.51,0.34,0.6,28.1,85.82,1.39,140.11000000000001,732.66,33.94,0
43706.21875,9.15,18.48,27.62,20.16,15.33,0.52,23.87,85.89,63.85,0.27,2.2799999999999998,0.51,0.32,0.61,27.98,86.52,1.4,204.3,732.02,33.590000000000003,0
43706.229166666664,7.22,15.23,22.45,16.28,17.55,0.51,20.23,78.16,66.64,0.3,2.37,0.51,0.32,0.62,27.94,87.25,1.0900000000000001,147.47,732.19,34.020000000000003,0
43706.239583333336,7.15,13,20.149999999999999,15.58,17.82,0.52,19.899999999999999,78.16,66.64,0.32,2.41,0.51,0.35,0.62,27.85,87.93,1.33,171.66,732,33.97,0
43706.25,7.1,18.420000000000002,25.51,15.22,17.079999999999998,0.52,26.4,78.16,66.64,0.3,2.39,0.52,0.35,0.62,27.74,88.57,1.45,130.94999999999999,732.39,35.549999999999997,0
43706.260416666664,8.84,20.79,29.63,14.74,15.53,0.21,32.909999999999997,84.34,60.31,0.02,0.25,0.5,0.3,0.6,27.79,88.27,1.52,84.02,732.17,41.96,0
43706.270833333336,9.01,19.829999999999998,28.84,14.63,14.67,0.74,32.39,92.08,51.65,0.4,2.56,0.53,0.39,0.63,27.99,87.17,1.33,111.55,732.38,57.13,0
43706.28125,11.4,21.19,32.6,15.5,13.89,0.77,33.31,92.08,51.65,0.51,5.53,0.55000000000000004,0.47,0.67,28.26,85.61,1.54,120.78,733.36,76.95,0
43706.291666666664,12.02,15.51,27.53,14.39,13.78,0.75,34.200000000000003,92.08,51.65,0.59,3.36,0.51,0.47,0.67,28.63,83.17,1,107.28,732.8,98.86,0
43706.302083333336,9.17,14.59,23.76,13.36,13.64,0.75,30.37,103.91,53.76,0.74,3.21,0.54,0.47,0.66,28.82,82.61,1.32,128.9,733.33,113.89,0
43706.3125,11.8,13.21,25.01,14.53,13.13,0.8,25.98,120.11,56.17,0.57999999999999996,3.02,0.54,0.44,0.65,29.02,81.739999999999995,1.26,106.15,733.24,139.01,0
43706.322916666664,7.99,13.81,21.8,14.39,12.83,0.84,22.6,120.11,56.17,0.61,3.16,0.54,0.44,0.66,29.24,80.36,1.33,124.99,733.33,164.4,0
43706.333333333336,6.38,12.12,18.5,13.13,13.11,0.78,20.6,120.11,56.17,0.64,3.32,0.55000000000000004,0.48,0.66,29.63,78.41,1.51,142.51,733.76,208.38,0
43706.34375,9.1,13.11,22.21,14.01,13.43,0.81,20.16,111.31,54.29,0.56999999999999995,3.2,0.54,0.44,0.66,30.11,76.66,1.27,141.27000000000001,733.48,238.19,0
43706.354166666664,8.4499999999999993,14.59,22.99,12.83,13.37,0.74,17.78,100.79,52.23,0.51,3.04,0.53,0.4,0.64,30.38,75.709999999999994,1.23,173.6,734.36,254.19,0
43706.364583333336,8.0500000000000007,19.14,27.19,18.899999999999999,14.66,0.73,15.46,100.79,52.23,0.82,3.34,0.54,0.43,0.65,30.4,76.510000000000005,0.69,110.9,733.76,288.27,0
43706.375,8.25,12.62,20.87,18.399999999999999,17.739999999999998,0.74,12.97,100.79,52.23,0.66,3.27,0.54,0.41,0.64,31.25,73.38,1.43,173.05,733.95,321.89,0
43706.385416666664,7.82,12.4,20.23,15.46,16.46,0.41,11.07,88.86,44.47,0.63,3.34,0.53,0.4,0.63,31.61,71.209999999999994,1.2,157.1,734.09,370.1,0
43706.395833333336,6.72,12.63,19.36,14.62,14.38,0.57999999999999996,13.35,75.83,33.85,0.55000000000000004,3.21,0.53,0.41,0.64,31.69,70.94,1.23,192.25,734.44,337.51,0
43706.40625,4.42,11.78,16.2,15.61,13.78,0.6,46.8,75.83,33.85,0.33,5.05,0.53,0.37,0.6,31.42,71.17,1.37,199.21,735.31,312.95999999999998,0
43706.416666666664,3.01,16.579999999999998,8.67,16,15.9,0.54,55.75,75.83,33.85,0.28999999999999998,3.27,0.5,0.37,0.62,31.62,70.13,1.41,213.13,734.31,375.27,0
43706.427083333336,2.09,15.23,1.8,17.84,15.88,0.52,49.2,70.27,30.01,0.25,1.94,0.51,0.35,0.62,31.82,69.87,1.46,254.03,735.16,354.89,0
43706.4375,29.28,18.45,32.47,16.649999999999999,12.48,0.55000000000000004,48.1,63.01,25.62,0.21,0.93,0.5,0.34,0.61,32.07,67.81,1.33,162.83000000000001,735.03,403.28,0
43706.447916666664,46.9,15.29,49.18,16.96,9.5399999999999991,0.5,50.69,63.01,25.62,0.31,1.26,0.52,0.35,0.62,32.79,64.87,0.76,152.94999999999999,734.36,413.2,0
43706.458333333336,68.3,14.5,69.8,15.87,7.81,0.42,50.82,63.01,25.62,0.24,1.37,0.5,0.35,0.62,33.36,61.92,1.41,196.12,735.24,550.20000000000005,0
43706.46875,76.75,13.2,76.95,16.13,6.77,0.36,51.06,73.94,33.369999999999997,0.22,1.32,0.5,0.3,0.6,33.549999999999997,60.88,1.1200000000000001,187.88,735.12,571.33000000000004,0
43706.479166666664,76.180000000000007,14.73,78.14,16.73,6.37,0.5,50.86,88.9,41.84,0.21,1.53,0.5,0.34,0.61,33.56,59.98,1.74,147.47999999999999,735.65,537.57000000000005,0
43706.489583333336,96.18,12.95,100.12,16.760000000000002,6.27,0.61,51.64,88.9,41.84,0.16,1.57,0.5,0.3,0.61,33.94,58,1.67,126.21,735.93,594.6,0
43706.5,94.96,11.8,97.76,16.37,5.97,0.64,50.4,88.9,41.84,0.23,1.93,0.52,0.33,0.6,33.96,57.62,1.69,126.17,735.52,583.05999999999995,0
43706.510416666664,96.48,10.17,97.6,19.75,13.58,0.44,48.27,79.61,42.58,0.16,1.75,0.5,0.33,0.61,33.92,57.2,1.9,86.01,735.38,418.75,0
43706.520833333336,100.39,16.29,104.68,23.02,15.48,0.47,47.83,69.47,43.56,0.15,1.74,0.5,0.3,0.61,34.19,56.53,1.19,105.64,735.26,573.11,0
43706.53125,101.62,14.63,104.24,18.27,19.88,0.4,47.19,69.47,43.56,0.21,6.81,0.52,0.35,0.62,34.54,55.23,1.2,118.09,734.51,514.92999999999995,0
43706.541666666664,100.62,13.72,102.34,14.63,22.83,0.37,44.7,69.47,43.56,0.21,2.38,0.5,0.34,0.6,34.46,56.48,1.39,162.72,733.97,292.74,0
43706.552083333336,100.66,12.04,100.69,14.15,22.43,0.45,43.95,63.89,40.86,0.18,2.2000000000000002,0.51,0.3,0.6,33.54,61.48,1.91,157.1,735.39,192.24,0
43706.5625,63.38,12.69,70.760000000000005,12.91,21.37,0.4,44.03,57.79,37.17,0.28000000000000003,2.34,0.5,0.37,0.6,29.94,76.78,2.4500000000000002,195.26,737.4,72.33,0
43706.572916666664,5.09,12.78,17.87,7.66,20.3,0.34,46.14,57.79,37.17,0.23,3.71,0.53,0.39,0.6,26.55,92.25,2.44,259.69,737.59,75.209999999999994,0
43706.583333333336,7.76,9.7200000000000006,17.260000000000002,8.6199999999999992,19.91,0.34,46.46,57.79,37.17,0.23,5.42,0.56000000000000005,0.43,0.64,26.74,92.77,1.1000000000000001,258.10000000000002,733.53,98.36,0
43706.59375,6.07,11.95,18,93.61,19.72,0.37,46.51,72.87,55.88,0.13,5.12,0.53,0.35,0.6,27.34,89.47,1.45,313.64999999999998,733.29,130.30000000000001,0
43706.604166666664,7.51,11.57,19.09,97.11,19.899999999999999,0.43,46.18,92.59,77.25,0.12,2.81,0.5,0.36,0.6,28.16,85.75,1.43,296.68,732.89,164.54,0
43706.614583333336,8.32,16.52,24.84,184.92,20.14,0.48,43.61,92.59,77.25,0.18,2.29,0.5,0.41,0.64,28.68,83.21,1.1499999999999999,17.670000000000002,732.72,186.81,0
43706.625,7.53,15.16,22.7,211.65,19.7,0.49,41.69,92.59,77.25,0.24,2.63,0.55000000000000004,0.48,0.68,29.29,81.55,1.26,10.61,732.65,218.27,0
43706.635416666664,11.14,13.43,24.57,229.8,13.43,0.18,41.36,88.46,64.510000000000005,0.42,3.07,0.56999999999999995,0.57999999999999996,0.73,29.91,77.88,1.62,44.42,732.74,298,0
43706.645833333336,8.5399999999999991,16.13,24.67,301.04000000000002,13.47,0.56999999999999995,42.24,82.82,47.83,0.37,3,0.56000000000000005,0.56999999999999995,0.71,30.78,71.88,1.0900000000000001,24.17,732.87,306.08999999999997,0
43706.65625,6.97,15.13,21.98,301.06,12.68,0.59,42.96,82.82,47.83,0.26,6.77,0.55000000000000004,0.5,0.69,31.17,71.459999999999994,1.22,338.46,732.8,225.85,0
43706.666666666664,8.06,13.49,21.55,26.61,13.55,0.64,47.56,82.82,47.83,0.21,2.37,0.53,0.42,0.65,30.72,74.19,1.56,320.22000000000003,732.83,147.01,0
43706.677083333336,6.12,11.14,17.260000000000002,21.6,17.420000000000002,0.57999999999999996,44.18,74.09,41.23,0.19,1.84,0.53,0.4,0.64,30.58,72.81,0.86,38.67,732.16,100.49,0
43706.6875,7.63,15.04,22.67,16.170000000000002,17.899999999999999,0.69,39.869999999999997,64.12,32.200000000000003,0.25,1.33,0.53,0.42,0.65,30.48,75.5,1.47,152.85,732.53,73.58,0
43706.697916666664,8.92,16.149999999999999,25.07,14.96,15.37,0.8,37.71,64.12,32.200000000000003,0.25,1.22,0.53,0.41,0.64,30.05,78.38,1.65,118.75,734.2,58.32,0
43706.708333333336,8.65,12.8,21.45,15.76,12.93,0.64,39.450000000000003,64.12,32.200000000000003,0.6,2.52,0.61,0.85,0.82,29.39,80.22,1.46,133.72999999999999,733.74,48.25,0
43706.71875,6.67,16.760000000000002,23.43,14.55,11.78,0.74,40.83,60,28.72,0.56000000000000005,2.4900000000000002,0.6,0.77,0.78,29.04,81.61,1.56,171.72,732.99,48.75,0
43706.729166666664,9,15.99,24.99,17.18,11.08,0.75,41.6,55.71,24.73,0.41,2,0.56999999999999995,0.52,0.68,28.91,81.86,1.59,183.82,732.98,50.96,0
43706.739583333336,8.4,16.420000000000002,24.83,16.600000000000001,10.28,0.73,41.87,55.71,24.73,0.44,2.39,0.57999999999999996,0.6,0.71,28.9,81.34,0.87,155.54,732.39,52.26,0
43706.75,8.65,18.510000000000002,27.16,16.41,10.89,0.79,40.83,55.71,24.73,0.74,3.28,0.61,0.69,0.74,28.79,83.28,1.63,172.9,733.25,50.68,0
43706.760416666664,10.1,19.829999999999998,29.93,15.73,12.66,0.46,39.78,62.23,30.42,0.75,3.39,0.74,1.03,0.79,28.48,84.33,1.68,170.57,733.8,45.81,0
43706.770833333336,8.8000000000000007,19.59,28.4,17.809999999999999,14.04,0.85,40.74,70.760000000000005,36.64,0.95,3.28,0.71,1.1399999999999999,0.87,28.11,84.55,1.48,169.6,733.39,40.67,0
43706.78125,9.43,18.03,27.46,16.989999999999998,14.37,0.88,42.1,70.760000000000005,36.64,0.76,4,1.19,1.59,0.92,27.93,84.81,1.06,169.94,732.79,35.99,0
43706.791666666664,8.35,21.01,29.35,16.940000000000001,14.19,0.96,42.64,70.760000000000005,36.64,0.99,3.01,0.95,1.81,0.99,27.93,83.55,1.42,39.83,732.78,34.35,0
43706.802083333336,7.49,22.88,30.37,16.64,14.03,0.89,42.56,74.2,38.4,1.37,2.71,0.91,2.13,1.1000000000000001,27.92,81.239999999999995,1.46,72.709999999999994,732.83,34.42,0
43706.8125,7.76,19.88,27.64,17.54,13.23,0.81,42.52,78.680000000000007,40.82,1.22,2.89,0.9,1.91,1.08,27.8,81,1.55,92.51,733.17,34.32,0
43706.822916666664,9.24,21.45,30.7,18.489999999999998,13.93,0.82,42.63,78.680000000000007,40.82,0.8,2.9,0.65,1.01,0.85,27.66,81.77,1.01,134.33000000000001,732.5,34.020000000000003,0
43706.833333333336,6.14,18.09,24.23,18.309999999999999,16.489999999999998,0.73,41.11,78.680000000000007,40.82,0.74,2.66,0.59,0.73,0.77,27.59,81.680000000000007,1.23,131.99,731.87,33.979999999999997,0
43706.84375,9.6199999999999992,19.87,29.48,16.329999999999998,17.95,0.77,40.700000000000003,81.709999999999994,44.24,0.69,2.87,0.6,0.8,0.79,27.7,81.12,1.19,247,732.22,34.64,0
43706.854166666664,8.57,21.75,30.3,15.95,17.309999999999999,0.8,41.95,85.18,47.98,0.56999999999999995,2.44,0.56000000000000005,0.62,0.74,27.91,81.14,0.18,74.040000000000006,732.05,34.46,0
43706.864583333336,11.43,31.44,42.87,17.27,16.989999999999998,1.21,43.69,85.18,47.98,0.76,2.86,0.59,0.76,0.77,27.64,83.87,1.67,160.04,732.4,33.9,0
43706.875,10.39,25.2,35.590000000000003,17.059999999999999,16.579999999999998,1.01,44.58,85.18,47.98,1,3.56,0.64,1.1299999999999999,0.91,27.55,84.33,1.28,176.3,732.11,34.200000000000003,0
43706.885416666664,6.82,25.46,32.28,15.15,15.17,0.3,43.9,92.22,56.21,1.6,4.8499999999999996,0.77,2.0299999999999998,1.28,27.46,85.13,1.25,192.83,732.82,34.46,0
43706.895833333336,7.97,18.760000000000002,26.73,14.18,14.56,0.68,43.29,99.58,65.209999999999994,1.39,4.54,0.74,1.85,1.21,27.32,86.88,0.53,180.98,732.53,34.03,0
43706.90625,8.5399999999999991,21.47,30.02,16.04,13.97,0.79,41.56,99.58,65.209999999999994,0.84,4.63,0.61,0.89,0.83,27.37,86.43,1.43,215.25,732.59,33.950000000000003,0
